Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2022,DC,District of Columbia,District of Columbia,11001,11001009102,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,38.9,,,34.5,43.9,4608,3683,POINT (-76.9888946 38.9187926),11001009102,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001011100,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,23.8,,,21.2,26.6,5903,4361,POINT (-76.9681631 38.9158612),11001011100,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2022,DC,District of Columbia,District of Columbia,11001,11001003302,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,4.4,,,3.5,5.2,2434,2131,POINT (-77.0111677 38.9139237),11001003302,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001010603,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,7.7,,,6.8,8.7,3068,2990,POINT (-77.0063567 38.9011144),11001010603,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001000904,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,7.4,,,6.5,8.3,3148,2405,POINT (-77.1036767 38.9366243),11001000904,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001003702,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.8,12.3,2906,2421,POINT (-77.0343972 38.9249042),11001003702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001009204,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,17.2,,,15.4,19.1,2889,2225,POINT (-76.9987071 38.9234161),11001009204,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001008804,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,20.1,,,17.7,22.7,2417,2063,POINT (-76.9812669 38.9102408),11001008804,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,DC,District of Columbia,District of Columbia,11001,11001000803,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,31.6,,,28.0,35.4,3174,2864,POINT (-77.0835217 38.9336425),11001000803,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001007804,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,18.8,,,16.9,20.7,3499,2674,POINT (-76.9313427 38.8942107),11001007804,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007601,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,7.8,,,7.1,8.4,4693,3704,POINT (-76.9798185 38.8716327),11001007601,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.0,,,11.3,14.6,4676,3764,POINT (-76.9545101 38.9226934),11001009000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2021,DC,District of Columbia,District of Columbia,11001,11001010800,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,9.6,,,7.9,11.6,6879,6779,POINT (-77.044612 38.8973521),11001010800,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001009811,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,26.0,,,21.9,30.3,4438,2988,POINT (-76.9984594 38.826651),11001009811,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001010300,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.3,,,9.8,12.8,3604,2818,POINT (-77.0271875 38.9761556),11001010300,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,DC,District of Columbia,District of Columbia,11001,11001002501,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,73.1,,,70.3,76.0,2688,2190,POINT (-77.0317348 38.9446515),11001002501,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001009901,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,75.3,,,71.3,78.9,2364,1967,POINT (-76.9553332 38.8753461),11001009901,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001003600,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,5.4,,,4.8,5.9,4775,4211,POINT (-77.0296273 38.9236744),11001003600,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009203,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,66.9,,,62.2,71.1,2775,2389,POINT (-77.0054956 38.9219735),11001009203,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001005503,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,6.2,,,5.3,7.1,2492,2330,POINT (-77.0523495 38.9062488),11001005503,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,DC,District of Columbia,District of Columbia,11001,11001008802,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,9.6,,,8.8,10.5,4360,3741,POINT (-76.9866786 38.9039498),11001008802,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2022,DC,District of Columbia,District of Columbia,11001,11001005900,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,67.0,,,61.4,72.1,2617,2543,POINT (-77.0149475 38.8959944),11001005900,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001007100,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,71.5,,,66.3,76.2,3218,2648,POINT (-76.986838 38.8771811),11001007100,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001007903,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,73.8,,,69.1,78.0,1865,1509,POINT (-76.9743021 38.8964252),11001007903,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001007408,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,25.4,,,23.1,27.9,2867,1884,POINT (-76.9706266 38.8525662),11001007408,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2022,DC,District of Columbia,District of Columbia,11001,11001005202,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,2.9,,,2.6,3.2,3408,3167,POINT (-77.0344946 38.911127),11001005202,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,DC,District of Columbia,District of Columbia,11001,11001009801,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,83.0,,,79.7,86.1,1848,1419,POINT (-76.9963306 38.8328939),11001009801,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,DC,District of Columbia,District of Columbia,11001,11001010603,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,12.8,,,10.9,15.0,3068,2990,POINT (-77.0063567 38.9011144),11001010603,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001008002,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,3.1,,,2.8,3.5,3366,2690,POINT (-76.9827594 38.8915403),11001008002,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,DC,District of Columbia,District of Columbia,11001,11001001500,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,82.7,,,79.6,85.4,6156,4542,POINT (-77.0558797 38.9741576),11001001500,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001002802,BRFSS,Disability,Any disability among adults,%,Crude prevalence,23.6,,,20.4,26.8,4685,3955,POINT (-77.0346327 38.9294344),11001002802,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009803,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,6.5,,,5.9,7.2,2968,2233,POINT (-77.0043421 38.8356929),11001009803,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,DC,District of Columbia,District of Columbia,11001,11001007803,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,28.5,,,26.1,31.2,4590,3540,POINT (-76.9407751 38.8962674),11001007803,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001000201,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,16.9,,,15.0,19.0,4108,4079,POINT (-77.0743418 38.9092171),11001000201,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001006801,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,26.0,,,20.6,31.8,2238,1858,POINT (-76.9801087 38.8877413),11001006801,HLTHOUT,OBESITY,CrdPrv,Obesity
2022,DC,District of Columbia,District of Columbia,11001,11001009503,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,13.2,,,11.9,14.7,3106,2532,POINT (-76.9845276 38.9434458),11001009503,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001009604,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,30.6,,,26.6,35.0,1996,1640,POINT (-76.9585043 38.8931572),11001009604,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001005004,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.2,,,2.9,3.5,3861,3532,POINT (-77.0283862 38.907252),11001005004,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001004202,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.4,,,1.2,1.5,2850,2736,POINT (-77.0430254 38.9134023),11001004202,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2021,DC,District of Columbia,District of Columbia,11001,11001001702,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,72.3,,,69.3,75.2,3356,2799,POINT (-77.0160682 38.9717231),11001001702,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001002802,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,18.2,,,16.7,19.9,4685,3955,POINT (-77.0346327 38.9294344),11001002802,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001009201,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.9,,,69.4,81.6,3103,2663,POINT (-76.9990184 38.9287161),11001009201,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,DC,District of Columbia,District of Columbia,11001,11001006700,BRFSS,Disability,Any disability among adults,%,Crude prevalence,12.7,,,10.7,14.8,3927,3311,POINT (-76.989959 38.8875984),11001006700,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001005303,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,2.3,,,2.0,2.6,3215,3066,POINT (-77.0391656 38.909613),11001005303,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001007100,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,18.2,,,15.8,20.7,3218,2648,POINT (-76.986838 38.8771811),11001007100,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2022,DC,District of Columbia,District of Columbia,11001,11001008701,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,10.7,,,8.6,12.9,2814,2404,POINT (-77.0062645 38.9141018),11001008701,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001007901,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,8.6,,,7.8,9.5,4148,3165,POINT (-76.9804319 38.8965543),11001007901,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009902,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,9.9,,,8.8,11.2,2774,2242,POINT (-76.9445542 38.8717861),11001009902,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001003901,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,81.2,,,75.4,85.9,2598,2428,POINT (-77.0401076 38.9254851),11001003901,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,DC,District of Columbia,District of Columbia,11001,11001000903,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,43.1,,,38.2,48.3,4202,3953,POINT (-77.093331 38.9376821),11001000903,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001004300,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.6,,,1.5,1.8,4436,4151,POINT (-77.0341511 38.916804),11001004300,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001007401,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,24.8,,,21.0,29.2,1259,868,POINT (-76.9991203 38.8675208),11001007401,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001007809,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,39.6,,,37.0,42.6,3155,2391,POINT (-76.9321955 38.9015402),11001007809,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001009505,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,36.4,,,31.9,41.3,3796,3118,POINT (-77.0051999 38.9618925),11001009505,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001009503,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.7,,,4.3,5.1,3106,2532,POINT (-76.9845276 38.9434458),11001009503,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001003200,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,4.3,,,4.0,4.8,5099,4250,POINT (-77.0211591 38.9322375),11001003200,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001009907,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.6,,,12.2,15.2,2259,1701,POINT (-76.9388146 38.8827718),11001009907,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001002002,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,13.1,,,10.7,15.7,4072,3198,POINT (-77.0310824 38.9525009),11001002002,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001002101,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.1,,,9.9,12.4,5687,4375,POINT (-77.0241312 38.9559119),11001002101,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001002900,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,65.5,,,60.9,69.8,4443,3811,POINT (-77.0299131 38.9338478),11001002900,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,DC,District of Columbia,District of Columbia,11001,11001005602,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,73.8,,,71.5,76.0,4100,3946,POINT (-77.0554558 38.8988888),11001005602,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001003302,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.7,,,8.6,10.9,2434,2131,POINT (-77.0111677 38.9139237),11001003302,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001009509,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.2,,,5.1,7.6,3194,2643,POINT (-76.9950319 38.949214),11001009509,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,DC,District of Columbia,District of Columbia,11001,11001005801,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,70.3,,,67.3,73.3,1672,1570,POINT (-77.0205095 38.8975634),11001005801,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001010700,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,31.0,,,26.9,35.1,2296,2210,POINT (-77.0419809 38.9039988),11001010700,RISKBEH,BINGE,CrdPrv,Binge Drinking
2022,DC,District of Columbia,District of Columbia,11001,11001007503,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,18.4,,,16.4,20.4,2528,1808,POINT (-76.98709 38.8640724),11001007503,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007404,BRFSS,Disability,Any disability among adults,%,Crude prevalence,27.4,,,23.8,31.2,3637,2449,POINT (-76.9820932 38.8503364),11001007404,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001011002,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,5.7,,,4.6,7.0,1859,1791,POINT (-77.0182455 38.8681789),11001011002,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001006700,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,2.5,,,2.0,3.4,3927,3311,POINT (-76.989959 38.8875984),11001006700,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001001304,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,3.8,,,3.4,4.3,4018,3831,POINT (-77.0554702 38.9367508),11001001304,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
