X,Y,NAME,ADDRESS,LICENSE_NUMBER,LICENSE_TYPE,LICENSE_ISSUE_DATE,LICENSE_EXPIRATION_DATE,WARD,ZIPCODE,CONTACT_TYPE,EMAIL,PHONE,FAX_NUMBER,START_TIME,END_TIME,POINT_OF_CONTACT,OTHER_CONTACT_DESCRIPTION,C_O_HO_PERMIT_ISSUED_DATE,FIRE_INSPECTION_DATE,NUMBER_OF_INFANTS,NUMBER_OF_PRESCHOOL_CHILDREN,NUMBER_OF_TODDLERS,NUM_OF_SCHOOL_AGE_CHILDREN,AUTHORIZED_CAPACITY,INSPECTOR_ASSIGNED,LATITUDE,LONGITUDE,XCOORD,YCOORD,MAR_MATCHADDRESS,MARID,OBJECTID
-8570134.32750897,4708386.72859229,Sprouts Town Child Care Development Center,"1605  Montello AVE, NE ",CDC-102548,Full License,2023/12/15 05:00:00+00,2026/11/30 05:00:00+00,5,20002,Center Director,luwam.berhane.lb@gmail.com,(202) 450-4426,,,,Audrey Pabs Garnon,,2016/05/26 04:00:00+00,2024/08/14 04:00:00+00,6,9,12,0,27,kimberly.handon-lindsey@dc.gov,38.90718734,-76.98682425,401142.8,137703.2,1605 MONTELLO AVENUE NE,150075,140054
-8574194.89198428,4718677.59559425,Infancia Feliz CDX,"624 Geranium ST, NW ",CDX-102549,Full License,2023/11/15 05:00:00+00,2026/10/31 04:00:00+00,4,20012,Home Provider,chinydelcaribe24@yahoo.com,(202) 570-6544,,,,Ana Acevedo Perez,,2016/06/10 04:00:00+00,2024/05/07 04:00:00+00,4,0,5,0,9,kimberly.handon-lindsey@dc.gov,38.97908783,-77.02330091,397981.03,145684.97,624 GERANIUM STREET NW,251044,140055
-8574816.74991396,4713523.07330281,UPO @ Roosevelt High School,"4301 13th ST, NW ",CDC-102551,Full License,2023/12/21 05:00:00+00,2026/10/31 04:00:00+00,4,20011,Center Director,jkoskey@upo.org,(202) 939-3609,,,,Joyce koskey,,2016/06/22 04:00:00+00,2024/03/15 04:00:00+00,8,0,8,0,16,jazmin.hunt@dc.gov,38.94308287,-77.02888715,397495.73,141688.26,4301 13TH STREET NW,252605,140056
-8574580.52983666,4716516.25592004,Bridges Preparatory Academy,"907 Quackenbos ST, NW ",CDC-102553,Full License,2024/07/03 04:00:00+00,2027/02/28 05:00:00+00,4,20011,Owner/Director,bridgesacademydc@gmail.com,(202) 829-1901,,,,Lillette Campbell,,2012/01/17 05:00:00+00,2024/03/26 04:00:00+00,0,0,0,100,100,ronica.milledge1@dc.gov,38.96399264,-77.02676515,397680.37,144009.38,907 QUACKENBOS STREET NW,259639,140057
-8574655.07755836,4716550.33338973,Bridges Primary Academy,"6113 Georgia AVE, NW, ",CDC-102555,Full License,2024/07/03 04:00:00+00,2027/02/28 05:00:00+00,4,20011,Owner/Director,bridgesacademydc@gmail.com,(202) 829-1901,,,,Lillette Campbell,,2014/10/31 04:00:00+00,2024/03/27 04:00:00+00,0,0,0,32,32,ronica.milledge1@dc.gov,38.96423067,-77.02743483,397622.34,144035.82,6113 GEORGIA AVENUE NW,254265,140058
-8571584.10894705,4705254.01517148,Capitol Hill Cooperative Nursery School,"421 Seward Square, SE ",CDC-102556,Full License,2024/06/27 04:00:00+00,2027/01/31 05:00:00+00,6,20003,Other,kazt1978@gmail.com,(202) 494-5365,,,,Frances Slaughter,Owner,2016/07/11 04:00:00+00,2023/09/06 04:00:00+00,0,8,8,0,16,kimberly.handon-lindsey@dc.gov,38.88528515,-76.99984786,400013.2,135271.8,421 SEWARD SQUARE SE,25345,140059
-8564836.29084295,4708618.06005985,Lia's Rainbow,"4428  Ord ST,  NE ",CDC-102557,Full License,2023/11/15 05:00:00+00,2026/11/30 05:00:00+00,7,20019,Owner/Director,Taylorroslyn4@yahoo.com,(202) 885-9778,,,,Roslyn A. Taylor,,2015/12/03 05:00:00+00,2024/02/27 05:00:00+00,6,12,4,0,22,Zulieka.Crawford@dc.gov,38.90880408,-76.9392312,405270.67,137884.38,4428 ORD STREET NE,21443,140060
-8572571.50951361,4711107.164847,My Little World Day Care LLC/Maria Dolores Naranjo,"2909 North Capital ST, NE ",CDX-102558,Full License,2023/12/13 05:00:00+00,2026/11/30 05:00:00+00,5,20002,Home Provider,mariaschilddaycare@gmail.com,(202) 607-0629,,,,Maria Dolores Naranjo,,2018/12/11 05:00:00+00,2024/11/14 05:00:00+00,2,4,6,0,12,candia.faison@dc.gov,38.92620164,-77.00871782,399244.06,139813.9,2909 NORTH CAPITOL STREET NE,43407,140061
-8576184.71179038,4707086.65720845,YMCA @ Goodwill Excel Center,"1776  G ST, NW ",CDC-102562,Full License,2024/04/12 04:00:00+00,2026/08/31 04:00:00+00,2,20006,Other,sherris.murray@ymcadc.org,(202) 839-3679,,,,Sherris Murray,Regional Early Learning director,2016/07/12 04:00:00+00,2024/04/10 04:00:00+00,8,5,17,0,30,kanell.johnson@dc.gov,38.89809879,-77.04117576,396428.16,136695.02,1776 G STREET NW,218480,140062
-8579179.89697264,4709746.45378206,British International School of Washington,"2001 Wisconsin AVE, NW ",CDC-102564,Full License,2024/01/29 05:00:00+00,2026/11/30 05:00:00+00,2,20007,Center Director,Emma.Jennings@biswashington.org,(202) 829-3700,,,,Emma Cheung,,2016/08/23 04:00:00+00,2024/10/22 04:00:00+00,0,0,24,0,24,Zulieka.Crawford@dc.gov,38.91669135,-77.06808196,394095.69,138760.38,2001 WISCONSIN AVENUE NW,224666,140063
-8575418.93457996,4714342.60999198,Soles Montessori Child Development,"1414 Delafield PL, NW ",CDX-102566,Full License,2024/03/07 05:00:00+00,2027/03/31 04:00:00+00,4,20011,Home Provider,info@solesmontessori.com,(202) 412-7699,,,,Maribel Gutierrez,,2016/08/03 04:00:00+00,2024/09/18 04:00:00+00,3,6,3,0,12,kimberly.handon-lindsey@dc.gov,38.94880893,-77.03429667,397027.01,142324.03,1414 DELAFIELD PLACE NW,255742,140064
-8568920.64665159,4713103.70503856,Children Of The Future CDC,"2003 Bunker Hill RD, NE ",CDC-102569,Full License,2023/12/20 05:00:00+00,2026/11/30 05:00:00+00,5,20018,Other,cotf2003@gmail.com,(202) 526-5000,,,,Robert Teachey,Owner,2016/09/01 04:00:00+00,2024/09/07 04:00:00+00,6,0,16,0,22,kanell.johnson@dc.gov,38.94015308,-76.97592157,402087.48,141362.87,2003 BUNKER HILL ROAD NE,150235,140065
-8578769.13789918,4708445.45700224,Early Steps Bilingual Preschool of Georgetown,"3222 O ST, NW ",CDC-102574,Full License,2024/02/21 05:00:00+00,2026/12/31 05:00:00+00,2,20007,Center Director,esbpgeorgetown@gmail.com,(202) 944-4424,,,,Priscilla Huayllas,,2016/10/07 04:00:00+00,2024/10/30 04:00:00+00,7,19,10,0,36,kanell.johnson@dc.gov,38.90759788,-77.06439205,394414.98,137750.66,3222 O STREET NW,272129,140066
-8575420.60971743,4716896.4418978,Rosa Pelaez,"1418 Sommerset PL, NW Apt. A5",CDH-102576,Full License,2024/07/22 04:00:00+00,2026/10/31 04:00:00+00,4,20011,Home Provider,dejandohuellascdh@gmail.com,(240) 393-8595,,,,Rosa Pelaez,,2009/10/15 04:00:00+00,2023/08/02 04:00:00+00,3,0,2,0,5,ronica.milledge1@dc.gov,38.96664844,-77.03431172,397026.45,144304.38,1418 SOMERSET PLACE NW,243476,140067
-8575112.78262746,4712923.12166266,Maria G. Morales /Little Praudde II,"1337 Randolph ST, NW ",CDX-102577,Full License,2024/06/12 04:00:00+00,2027/05/31 04:00:00+00,4,20011,Home Provider,praudde_homecare2009@yahoo.com,(202) 299-6313,,,,Maria Gladys Morales,,2016/10/05 04:00:00+00,2024/06/20 04:00:00+00,3,3,3,0,9,kimberly.handon-lindsey@dc.gov,38.93889131,-77.03154646,397265.03,141223,1337 RANDOLPH STREET NW,224922,140068
-8563786.40847111,4704968.44233794,"LTH Infants and Toddlers Center, LLC","5036 Queens Stroll PL, SE ",CDX-102582,Full License,2023/12/15 05:00:00+00,2026/11/30 05:00:00+00,7,20019,Home Provider,sylviacrews.int@gmail.com,(202) 341-5948,,,,Sylvia Crews,,2020/12/16 05:00:00+00,2024/11/25 05:00:00+00,4,3,2,0,9,ronica.milledge1@dc.gov,38.88328824,-76.92979995,406090.85,135052.47,5036 QUEEN'S STROLL PLACE SE,155967,140069
-8571455.28517957,4707458.33013778,Elonda's Day Care,"816 6th ST, NE ",CDX-102583,Full License,2024/01/09 05:00:00+00,2026/12/31 05:00:00+00,6,20002,Home Provider,elondasdaycare@yahoo.com,(301) 281-7932,,,,Elonda Edwards,,2016/08/03 04:00:00+00,2023/08/23 04:00:00+00,4,2,6,0,12,ronica.milledge1@dc.gov,38.9006972,-76.99869062,400113.58,136982.66,816 6TH STREET NE,80385,140070
-8580595.80443897,4714761.60292718,Communikids Preschool LLC II,"4725 Wisconsin AVE, NW ",CDC-102588,Full License,2024/11/22 05:00:00+00,2026/12/31 05:00:00+00,3,20016,Owner/Director,Tia@communikids.com,(202) 244-2549,,,,Tia Frzier-Buckman,,2016/07/01 04:00:00+00,2024/10/16 04:00:00+00,0,20,0,0,20,yesset.makonnen@dc.gov,38.95173607,-77.08080127,392996.07,142651.51,4725 WISCONSIN AVENUE NW,299729,140071
-8580064.20175426,4711848.41841727,Embassy Row Child Development Center,"3855 Massachusetts AVE, NW ",CDC-102592,Full License,2024/06/10 04:00:00+00,2027/05/31 04:00:00+00,3,20016,Center Director,diana@embassyrowchildren.com,(202) 733-4152,,,,Diana Diaz,,2016/11/23 05:00:00+00,2023/12/12 05:00:00+00,16,38,28,0,82,Makia.Tabourn@dc.gov,38.93138137,-77.0760258,393408.13,140391.64,3855 MASSACHUSETTS AVENUE NW,222182,140072
-8574769.10258414,4715731.66606239,Curious Explorers Child Development Center,"5700 Georgia AVE, NW ",CDC-102593,Full License,2023/08/11 04:00:00+00,2026/02/28 05:00:00+00,4,20011,Owner/Director,isatou@curiousexplorers.com,(202) 379-5483,,,,Isatou Jabang,,2017/01/06 05:00:00+00,2023/09/12 04:00:00+00,8,16,16,0,40,jazmin.hunt@dc.gov,38.95851259,-77.02845913,397533.37,143401.05,5700 GEORGIA AVENUE NW,276101,140073
-8563044.71217,4707171.37638708,Amen Family Child Care,"5357 Gay ST, NE ",CDX-102594,Full License,2023/12/22 05:00:00+00,2026/12/31 05:00:00+00,7,20019,Home Provider,kmuluwork@yahoo.com,(202) 492-5510,,,,Muluwork Kenea,,2017/06/22 04:00:00+00,2023/10/17 04:00:00+00,6,0,3,0,9,yesset.makonnen@dc.gov,38.89869074,-76.92313718,406667.5,136762.77,5357 GAY STREET NE,304674,140074
-8573499.74968886,4713865.31465606,"Tomorrow's Promise Child Development Home, Inc.","4501 4th ST,  NW ",CDX-102595,Full License,2023/08/11 04:00:00+00,2026/08/31 04:00:00+00,4,20011,Home Provider,marinakamara@mac.com,(202) 255-1509,,,,Marina Kamara,,2016/11/29 05:00:00+00,2024/04/22 04:00:00+00,6,3,3,0,12,kanell.johnson@dc.gov,38.94547434,-77.01705634,398521.41,141953.44,4501 4TH STREET NW,243961,140075
-8574406.46964531,4714452.89130467,Kings & Queens Child Care Center,"4831 9th ST, NW ",CDX-102600,Full License,2023/02/24 05:00:00+00,2026/02/28 05:00:00+00,4,20011,Home Provider,kingsandqueenschildcarecenter@gmail.com,(202) 360-2409,,,,Cynthia Davis,,2016/08/05 04:00:00+00,2025/01/28 05:00:00+00,2,3,4,0,9,stephanie.tindal@dc.gov,38.94957938,-77.02520155,397815.44,142409.3,4831 9TH STREET NW,251948,140076
-8576166.7949728,4712101.17310673,Alba Turcios/Albina's Child Development Home,"3329 18th ST, NW ",CDX-102602,Restricted,2025/02/12 05:00:00+00,2025/05/13 04:00:00+00,1,20010,Home Provider,albaturcios@hotmail.com,(202) 560-0579,,,,Alba Turcios,,2016/12/14 05:00:00+00,2023/03/20 04:00:00+00,6,0,3,0,9,jazmin.hunt@dc.gov,38.93314793,-77.04101481,396443.87,140585.76,3329 18TH STREET NW,233707,140077
-8574646.49255606,4708190.29276862,Ms. P's Child & Family Services,"1103 M ST, NW ",CDX-102604,Full License,2024/10/07 04:00:00+00,2027/05/31 04:00:00+00,2,20005,Home Provider,angeliquespeight@yahoo.com,(202) 270-3098,,,,Angelique Speight,,2016/12/17 05:00:00+00,2024/02/07 05:00:00+00,3,0,4,0,7,Zulieka.Crawford@dc.gov,38.90581417,-77.02735771,397627.08,137551.04,1103 M STREET NW,278841,140078
-8566534.30420118,4705245.81617714,Growth Spurts Child Learning Center @ Stoneridge,"320 Anacostia RD, SE ",CDC-102606,Full License,2024/08/29 04:00:00+00,2026/09/30 04:00:00+00,7,20019,Other,growthspurtscdc@aol.com,(202) 678-1170,,,,Calvin Smith,Owner,2017/02/21 05:00:00+00,2024/07/15 04:00:00+00,8,8,17,7,40,jazmin.hunt@dc.gov,38.88522781,-76.95448471,403948.99,135266.42,320 ANACOSTIA ROAD SE,298640,140079
-8568170.90060397,4701718.6965815,"Community Educational Research Group, Inc","2503 Good Hope RD, SE ",CDC-102611,Full License,2024/03/04 05:00:00+00,2027/01/31 05:00:00+00,8,20020,Center Director,Dysoncerg3@gmail.com,(202) 582-0324,,,,Samquetta Dyson,,2017/03/29 04:00:00+00,2024/02/20 05:00:00+00,24,25,24,0,73,candia.faison@dc.gov,38.86056005,-76.9691865,402674.36,132527.58,2503 GOOD HOPE ROAD SE,287084,140080
-8573470.93748124,4713815.47323302,Heydi M. Benavides,"328 Allison ST,  NW ",CDX-102612,Full License,2024/03/01 05:00:00+00,2026/10/31 04:00:00+00,4,20011,Home Provider,littleangels328@gmail.com,(202) 210-5061,,,,Heydi M. Benavides,,2017/03/22 04:00:00+00,2024/03/12 04:00:00+00,3,3,3,0,9,kimberly.handon-lindsey@dc.gov,38.94512612,-77.01679752,398543.84,141914.78,328 ALLISON STREET NW,244021,140081
-8570989.29898178,4707422.90305075,Kiddie University H Street D/B/A University For Kids,"806 H ST, NE ",CDC-102613,Full License,2024/01/08 05:00:00+00,2026/06/30 04:00:00+00,6,20002,Center Director,dmartin@kiddieuniversity.com ,(202) 853-9144,,,,Danielle Martin,,2022/03/07 05:00:00+00,2024/03/12 04:00:00+00,14,10,26,0,50,ronica.milledge1@dc.gov,38.90044953,-76.99450459,400476.69,136955.18,806 H STREET NE,79824,140082
-8575891.15401307,4710792.15948002,KinderCare Education Champions LLC  @  Cooke Elementary,"2525 17th ST, NW ",CDC-102615,Full License,2024/12/12 05:00:00+00,2027/01/31 05:00:00+00,1,20009,Center Director,kerry.oreo@discoverchampions.com,(240) 338-8925,,,,Kerry Oreo,,2017/04/05 04:00:00+00,,0,73,0,77,150,stephanie.tindal@dc.gov,38.92399986,-77.03853869,396658.13,139570.19,2525 17TH STREET NW,235863,140083
-8574651.53815574,4717557.5774096,Talentos Bilingual Child Development Center LLC,"6640 Georgia AVE, NW ",CDC-102618,Full License,2023/09/12 04:00:00+00,2026/09/30 04:00:00+00,4,20012,Center Director,talentosbilingualcdc@gmail.com,(202) 723-2119,,,,Maria Lucciana Costta Silva,,2017/05/31 04:00:00+00,2034/08/27 04:00:00+00,7,14,7,0,28,yesset.makonnen@dc.gov,38.97126599,-77.02740303,397625.33,144816.77,6640 GEORGIA AVENUE NW,253386,140084
-8568823.71506873,4711640.13801655,Petit Scholars @  RIA,"2066 Rhode Island AVE, NE ",CDC-102620,Full License,2023/10/31 04:00:00+00,2026/10/31 04:00:00+00,5,20018,Center Director,crg@petitscholars.com,(202) 269-0727,,,,Charlene  Roach - Glymph,,2017/10/24 04:00:00+00,2023/09/07 04:00:00+00,16,13,10,0,39,kimberly.handon-lindsey@dc.gov,38.92992623,-76.97505082,402163.28,140227.62,2066 RHODE ISLAND AVENUE NE,52064,140085
-8571503.81296231,4704198.62629589,Toddlers On The Hill/TOTH Montessori,"1000 5th ST, SE ",CDC-102621,Full License,2023/12/22 05:00:00+00,2026/12/31 05:00:00+00,8,20003,Center Director,stephanie@toddlersonthehill.org,(202) 748-5930,,,,Stephanie Sarvana,,2023/04/12 04:00:00+00,2024/02/08 05:00:00+00,8,28,20,0,56,candia.faison@dc.gov,38.8779046,-76.99912655,400075.79,134452.54,1000 5TH STREET SE,289437,140086
-8567970.42566714,4700540.14846076,"Towana McMickens/Kiddie Academy Child Development, LLC","2739 Knox Terrace, SE ",CDX-102623,Full License,2024/01/31 05:00:00+00,2027/01/31 05:00:00+00,8,20020,Home Provider,towana.peterson@verizon.net,(202) 678-3744,,,,Towana McMickens,,2017/06/29 04:00:00+00,2024/07/17 04:00:00+00,2,3,2,2,9,candia.faison@dc.gov,38.85231534,-76.9673856,402830.99,131612.45,2739 KNOX TERRACE SE,289153,140087
-8570135.12839846,4701739.98319381,RUNN AND SHOOT WITH ME LLC,"1432 Bangor ST, SE ",CDH-102624,Full License,2024/09/09 04:00:00+00,2027/04/30 04:00:00+00,8,20020,Home Provider,pcolesiah@yahoo.com,(202) 567-9786,,,,Pricilla S. Collins Cole,,2017/09/11 04:00:00+00,2024/08/13 04:00:00+00,2,0,3,0,5,Makia.Tabourn@dc.gov,38.86070861,-76.98683145,401142.92,132543.74,1432 BANGOR STREET SE,63656,140088
-8583289.41029874,4711335.77502125,Aida Mendoza/Tita's Family Home DayCare,"5310 Macarthur BLVD, NW ",CDX-102626,Full License,2024/07/17 04:00:00+00,2026/11/30 05:00:00+00,3,20016,Home Provider,aidajmendoza618@gmail.com,(202) 364-4488,,,,Aida Mendoza,,2016/09/30 04:00:00+00,2024/08/12 04:00:00+00,6,1,2,0,9,ronica.milledge1@dc.gov,38.92779927,-77.10499834,390895.59,139996.45,5310 MACARTHUR BOULEVARD NW,285157,140089
-8570968.31173194,4707917.03746682,Karla Richardson/New Life Early Learning,"814 L ST, NE ",CDX-102629,Full License,2024/03/18 04:00:00+00,2027/03/31 04:00:00+00,6,20002,Home Provider,karlalrichardson@hotmail.com,(202) 827-8019,,,,Karla Richardson,,2017/09/26 04:00:00+00,2025/01/29 05:00:00+00,4,3,2,0,9,kanell.johnson@dc.gov,38.90390395,-76.99431606,400493.02,137338.65,814 L STREET NE,80286,140090
-8571188.08404136,4716031.87405694,Lisa Fair/Ms. Lisa's Home Day Care,"5864 Eastern AVE, NE ",CDH-102637,Temporary Closure,2024/09/10 04:00:00+00,2027/08/31 04:00:00+00,4,20011,Home Provider,lisaaaron40@gmail.com,(202) 749-4866,,,,Lisa Fair,,2017/12/01 05:00:00+00,2024/10/17 04:00:00+00,1,2,3,0,6,Makia.Tabourn@dc.gov,38.9606096,-76.9962903,400321.52,143633.46,5864 EASTERN AVENUE NE,6148,140091
-8574303.4135476,4715476.30866485,Mayra Lorena Barrientos Pineda/Pasitos 123 CDH,"5510 8th ST, NW ",CDX-102638,Full License,2024/01/31 05:00:00+00,2027/01/31 05:00:00+00,4,20011,Home Provider,mayrabarrientos11@yahoo.com,(202) 702-6346,,,,Mayra Lorena Barrientos Pineda,,2017/12/15 05:00:00+00,2024/10/08 04:00:00+00,4,3,2,0,9,yesset.makonnen@dc.gov,38.95672881,-77.02427578,397895.9,143202.93,5510 8TH STREET NW,254469,140092
-8574062.95051987,4709210.25385568,Logan-Shaw Child Care,"1700 7th ST, NW ",CDC-102641,Full License,2024/10/11 04:00:00+00,2027/02/28 05:00:00+00,2,20001,Owner/Director,loganshawcc@gmail.com,(202) 515-6954,,,,Amsale Tesfaye,,2018/02/06 05:00:00+00,2023/11/29 05:00:00+00,14,10,24,0,48,jazmin.hunt@dc.gov,38.91294352,-77.02211566,398081.95,138342.37,1700 7TH STREET NW,311197,140093
-8574233.04201879,4706707.49224296,KinderCare Learning Center @ 9th Street,"401 9th ST, NW ",CDC-102646,Full License,2024/04/19 04:00:00+00,2027/04/30 04:00:00+00,2,20004,Center Director,Pennquarter@kindercare.com,(202) 637-3269,,,,NiMat El-Amin,,2019/03/11 04:00:00+00,2024/03/20 04:00:00+00,32,16,48,0,96,Zulieka.Crawford@dc.gov,38.89544789,-77.02364362,397948.93,136400.21,401 9TH STREET NW,242761,140094
-8563263.46289659,4705850.76053263,Shining Star 2 Early Learning Center,"5325 East Capitol ST, SE ",CDC-102651,Full License,2024/08/14 04:00:00+00,2027/06/30 04:00:00+00,7,20019,Center Director,shiningstarearlylearningcenter@gmail.com,(202) 506-5830,,,,Lattice Edmonds,,2018/02/28 05:00:00+00,2024/05/09 04:00:00+00,8,0,24,0,32,Zulieka.Crawford@dc.gov,38.88945778,-76.92510225,406497.88,135737.66,5325 EAST CAPITOL STREET SE,288610,140095
-8574120.26763679,4708925.89943262,Nassia M. Seid,"712 Q  ST, NW ",CDH-102652,Full License,2024/10/21 04:00:00+00,2027/06/30 04:00:00+00,2,20001,Home Provider,nasliyu2011@gmail.com,(202) 823-8731,,,,Nassia  M.  Seid,,2017/06/22 04:00:00+00,2024/03/14 04:00:00+00,4,0,2,0,6,Zulieka.Crawford@dc.gov,38.91095625,-77.02263055,398037.24,138121.74,712 Q STREET NW,225968,140096
-8568303.06164291,4700959.8928792,The Learning Curve CDC,"2490 Alabama AVE, SE ",CDC-102659,Full License,2024/05/15 04:00:00+00,2027/04/30 04:00:00+00,8,20020,Owner/Director,thelearningcurvecdc@gmail.com,(202) 678-6716,,,,Tanetta Merritt,,2018/03/05 05:00:00+00,2023/10/04 04:00:00+00,0,13,12,14,39,jazmin.hunt@dc.gov,38.85525172,-76.97037372,402571.51,131938.32,2490 ALABAMA AVENUE SE,278169,140097
-8570581.20374209,4712039.95075866,Nido Nurturing Center,"3501 12th ST, NE ",CDC-102664,Full License,2024/06/07 04:00:00+00,2027/05/31 04:00:00+00,5,20017,Owner/Director,nidonurturing@aol.com,(202) 372-7270,,,,Carmen  Cecilia Ayala-De - Muslera,,2018/03/27 04:00:00+00,2024/02/29 05:00:00+00,8,4,4,0,16,Makia.Tabourn@dc.gov,38.93272011,-76.99083861,400794.33,140537.51,3501 12TH STREET NE,302089,140098
-8575543.23987142,4712470.07299693,Elsa Gaiem,"3547 Hertford PL, NW ",CDX-102668,Full License,2024/06/06 04:00:00+00,2027/06/30 04:00:00+00,1,20010,Home Provider,elsa.gaiem@gmail.com,(202) 986-8948,,,,Elsa Gaiem,,2018/02/27 05:00:00+00,2024/03/14 04:00:00+00,4,3,2,0,9,Makia.Tabourn@dc.gov,38.93572568,-77.03541332,396929.65,140871.71,3547 HERTFORD PLACE NW,234675,140099
-8569862.9144469,4700948.94870044,Martha's Table Hillsdale Early Learning  Center,"2375 Elvans RD,  SE ",CDC-102671,Full License,2024/07/18 04:00:00+00,2027/07/31 04:00:00+00,8,20020,Center Director,smurphybrown@marthastable.org,(202) 328-6608,,,,Sherron Murphy-Brown,,2018/05/25 04:00:00+00,2023/11/08 05:00:00+00,16,40,80,0,136,stephanie.tindal@dc.gov,38.85517516,-76.98438611,401355.26,131929.52,2375 ELVANS ROAD SE,313874,140100
-8571115.63261194,4705189.09983901,"STEM Preschool, LLC","700 Pennsylvania AVE SE, Suite #770 ",CDC-102673,Full License,2024/08/13 04:00:00+00,2027/07/31 04:00:00+00,6,20003,Owner/Director,capitolhill@stempreschool.com,(202) 900-3390,,,,Portia Moore,,2018/06/12 04:00:00+00,2024/03/06 05:00:00+00,0,16,31,0,47,Makia.Tabourn@dc.gov,38.88483089,-76.99563947,400378.33,135221.42,700 PENNSYLVANIA AVENUE SE,311942,140101
-8571694.17327072,4697350.0830798,Home Away From Home Too Child Development Center Inc.,"4119 4th ST, SE ",CDC-102674,Full License,2024/09/19 04:00:00+00,2027/08/31 04:00:00+00,8,20032,Owner/Director,hafhtoo4119@gmail.com  ,(202) 487-1067,,,,Dorothy Council,,2017/11/07 05:00:00+00,2024/03/18 04:00:00+00,13,18,39,15,85,jazmin.hunt@dc.gov,38.82999489,-77.00083659,399927.36,129134.22,4119 4TH STREET SE,149573,140102
-8569685.70231632,4700035.51848285,"POC Learning Academy, LLC","3229 15th PL, SE ",CDX-102676,Full License,2024/09/18 04:00:00+00,2027/08/31 04:00:00+00,8,20020,Home Provider,info@poclearningacademy.com,(202) 851-4988,,,,Alethea Etinoff,,2018/06/13 04:00:00+00,2024/05/30 04:00:00+00,4,3,2,0,9,candia.faison@dc.gov,38.84878498,-76.98279419,401493.57,131220.19,3229 15TH PLACE SE,155551,140103
-8572009.63260169,4713275.30688141,Washington Yu Ying,"220 Taylor ST, NE ",CDC-102679,Full License,2024/11/05 05:00:00+00,2027/08/31 04:00:00+00,5,20017,Center Director,lashada.ham-campbell@washingtonyuying.org,(585) 329-9613,,,,La Shada Ham-Campbell,,2014/11/06 05:00:00+00,2023/11/16 05:00:00+00,4,0,4,0,8,Makia.Tabourn@dc.gov,38.94135174,-77.0036704,399681.8,141495.7,220 TAYLOR STREET NE,50738,140104
-8566017.3012089,4706322.72428467,Worlds Youngest Scholars,"3919 Clay PL, NE ",CDX-102680,Full License,2024/09/20 04:00:00+00,2027/08/31 04:00:00+00,7,20019,Home Provider,worldsyoungestscholars@rcn.com,(202) 398-4759,,,,Wanda  Yvette Thomas Smith,,2018/06/07 04:00:00+00,2024/03/25 04:00:00+00,2,2,5,0,9,stephanie.tindal@dc.gov,38.89275773,-76.94984039,404351.48,136102.51,3919 CLAY PLACE NE,29176,140105
-8576115.43566377,4712268.67040795,"KinderCare Education Champions, LLC @ Bancroft","1755 Newton ST, NW ",CDC-102681,Full License,2024/10/28 04:00:00+00,2027/09/30 04:00:00+00,1,20010,Center Director,kris.ramos@discoverchampions.com,(301) 237-2005,,,,Kris Ramos,,2018/06/22 04:00:00+00,2024/01/08 05:00:00+00,0,48,0,202,250,stephanie.tindal@dc.gov,38.93431836,-77.04055344,396483.93,140715.67,1755 NEWTON STREET NW,294528,140106
-8574569.10599654,4714336.13833987,David's Stars Child Development Center Brains in Development,"4813  Georgia AVE, NW ",CDC-102683,Full License,2024/12/16 05:00:00+00,2027/11/30 05:00:00+00,4,20011,Owner/Director,davidstarscdc@gmail.com ,(202) 891-9867,,,,Maria Leticia Naranjo Arias,,2018/07/12 04:00:00+00,2024/02/14 05:00:00+00,16,12,40,0,68,candia.faison@dc.gov,38.94876372,-77.02666253,397688.77,142318.79,4813 GEORGIA AVENUE NW,252039,140107
